date_key,stock_key,open_price,high_price,low_price,close_price,trading_volume,audit_key,_created_at,_updated_at,_source_file
20140220,1,7.15,7.37,7.11,7.24,3243650,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140221,1,7.2,7.2,7.15,7.15,903040,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140224,1,7.2,7.2,7.11,7.15,833430,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140225,1,7.11,7.15,7.07,7.15,1249150,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140226,1,7.15,7.24,7.11,7.15,1399670,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140227,1,7.15,7.45,7.15,7.24,3731900,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140228,1,7.2,7.28,7.2,7.28,1154560,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140303,1,7.24,7.28,7.15,7.15,954830,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140304,1,7.11,7.15,7.07,7.11,1551740,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140305,1,7.15,7.2,7.11,7.11,737090,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140306,1,7.11,7.15,7.07,7.11,768340,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140307,1,7.11,7.15,7.11,7.11,773450,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140310,1,7.11,7.2,7.11,7.15,957770,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140311,1,7.11,7.15,7.11,7.11,752790,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140312,1,7.11,7.15,7.07,7.07,979430,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140313,1,7.11,7.11,7.03,7.07,806950,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140314,1,7.11,7.15,7.03,7.11,924510,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140317,1,7.11,7.15,7.07,7.11,989350,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140318,1,7.11,7.24,7.07,7.2,2171570,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140319,1,7.24,7.45,7.24,7.45,5624790,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140320,1,7.5,7.71,7.5,7.58,3325420,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140321,1,7.5,7.63,7.5,7.5,1236010,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140324,1,7.58,7.71,7.54,7.54,2498010,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140325,1,7.58,7.58,7.37,7.37,2051430,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140326,1,7.41,7.41,7.15,7.2,2030920,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
20140327,1,7.24,7.24,7.15,7.2,1026180,20260630144049,2026-06-30 07:40:49.090113,2026-06-30 07:40:49.090113,bid_stock_history.csv
