date_key,stock_key,open_price,high_price,low_price,close_price,trading_volume,price_change,price_change_pct,price_amplitude,volume_change_pct,trading_value,audit_key,_created_at,_updated_at,_source_file
20140220,1,7.15,7.37,7.11,7.24,3243650,0.08999999999999986,0.0182841068917019,0.036363636363636334,0.08551530728350931,23484026.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140221,1,7.2,7.2,7.15,7.15,903040,-0.04999999999999982,-0.012430939226519278,0.00694444444444442,-0.7215975829698025,6456736.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140224,1,7.2,7.2,7.11,7.15,833430,-0.04999999999999982,0.0,0.01249999999999998,-0.0770840715804394,5959024.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140225,1,7.11,7.15,7.07,7.15,1249150,0.040000000000000036,0.0,0.011251758087201134,0.4988061384879354,8931422.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140226,1,7.15,7.24,7.11,7.15,1399670,0.0,0.0,0.018181818181818167,0.12049793859824676,10007640.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140227,1,7.15,7.45,7.15,7.24,3731900,0.08999999999999986,0.012587412587412583,0.04195804195804193,1.666271335386198,27018956.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140228,1,7.2,7.28,7.2,7.28,1154560,0.08000000000000007,0.005524861878453136,0.01111111111111112,-0.69062407888743,8405196.8,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140303,1,7.24,7.28,7.15,7.15,954830,-0.08999999999999986,-0.017857142857142794,0.01795580110497236,-0.17299230875831484,6827034.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140304,1,7.11,7.15,7.07,7.11,1551740,0.0,-0.005594405594405605,0.011251758087201134,0.6251479320926239,11032871.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140305,1,7.15,7.2,7.11,7.11,737090,-0.040000000000000036,0.0,0.012587412587412567,-0.5249913000889324,5240709.9,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140306,1,7.11,7.15,7.07,7.11,768340,0.0,0.0,0.011251758087201134,0.042396450908301464,5462897.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140307,1,7.11,7.15,7.11,7.11,773450,0.0,0.0,0.005625879043600567,0.006650701512351365,5499229.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140310,1,7.11,7.2,7.11,7.15,957770,0.040000000000000036,0.005625879043600568,0.012658227848101245,0.23830887581614846,6848055.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140311,1,7.11,7.15,7.11,7.11,752790,0.0,-0.005594405594405605,0.005625879043600567,-0.21401797926433275,5352336.9,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140312,1,7.11,7.15,7.07,7.07,979430,-0.040000000000000036,-0.005625879043600568,0.011251758087201134,0.3010666985480679,6924570.100000001,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140313,1,7.11,7.11,7.03,7.07,806950,-0.040000000000000036,0.0,0.011251758087201134,-0.17610242692178102,5705136.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140314,1,7.11,7.15,7.03,7.11,924510,0.0,0.005657708628005631,0.016877637130801704,0.14568436706115628,6573266.100000001,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140317,1,7.11,7.15,7.07,7.11,989350,0.0,0.0,0.011251758087201134,0.07013444960032889,7034278.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140318,1,7.11,7.24,7.07,7.2,2171570,0.08999999999999986,0.012658227848101333,0.02390998593530238,1.1949461767827363,15635304.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140319,1,7.24,7.45,7.24,7.45,5624790,0.20999999999999996,0.03472222222222232,0.02900552486187845,1.5901951122920281,41904685.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140320,1,7.5,7.71,7.5,7.58,3325420,0.08000000000000007,0.01744966442953011,0.027999999999999994,-0.40879215046250617,25206683.6,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140321,1,7.5,7.63,7.5,7.5,1236010,0.0,-0.01055408970976257,0.01733333333333332,-0.6283146189052811,9270075.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140324,1,7.58,7.71,7.54,7.54,2498010,-0.040000000000000036,0.005333333333333412,0.022427440633245373,1.0210273379665211,18834995.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140325,1,7.58,7.58,7.37,7.37,2051430,-0.20999999999999996,-0.022546419098143256,0.027704485488126644,-0.17877430434625963,15119039.1,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140326,1,7.41,7.41,7.15,7.2,2030920,-0.20999999999999996,-0.023066485753052923,0.035087719298245584,-0.00999790390118116,14622624.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140327,1,7.24,7.24,7.15,7.2,1026180,-0.040000000000000036,0.0,0.012430939226519317,-0.49472160400212717,7388496.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140328,1,7.2,7.28,7.2,7.28,713160,0.08000000000000007,0.011111111111111072,0.01111111111111112,-0.3050342045255219,5191804.8,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140331,1,7.33,7.33,7.2,7.2,831760,-0.1299999999999999,-0.01098901098901095,0.017735334242837637,0.1663020920971452,5988672.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140401,1,7.24,7.24,7.11,7.15,1701600,-0.08999999999999986,-0.00694444444444442,0.01795580110497236,1.0457824372415119,12166440.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140402,1,7.15,7.2,7.07,7.15,1217110,0.0,0.0,0.018181818181818167,-0.2847261401034321,8702336.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140403,1,7.15,7.24,7.11,7.2,519700,0.04999999999999982,0.006993006993006867,0.018181818181818167,-0.5730049050619911,3741840.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140404,1,7.24,7.24,7.15,7.24,608360,0.0,0.005555555555555536,0.012430939226519317,0.17059842216663457,4404526.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140407,1,7.2,7.24,7.15,7.2,441790,0.0,-0.0055248618784530246,0.01249999999999998,-0.273801696363995,3180888.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140408,1,7.2,7.24,7.15,7.15,515610,-0.04999999999999982,-0.00694444444444442,0.01249999999999998,0.1670929627198443,3686611.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140410,1,7.15,7.2,7.15,7.15,485550,0.0,0.0,0.006993006993006968,-0.05829987781462731,3471682.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140411,1,7.11,7.15,7.07,7.11,670380,0.0,-0.005594405594405605,0.011251758087201134,0.38066110596231084,4766401.8,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140414,1,7.15,7.2,7.11,7.15,414100,0.0,0.005625879043600568,0.012587412587412567,-0.382290641128912,2960815.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140415,1,7.11,7.15,7.07,7.07,480360,-0.040000000000000036,-0.01118881118881121,0.011251758087201134,0.16000965950253554,3396145.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140416,1,7.07,7.07,6.77,6.85,1065090,-0.22000000000000064,-0.031117397454031193,0.04243281471004253,1.2172745440919313,7295866.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140417,1,6.85,7.03,6.85,6.9,681040,0.05000000000000071,0.007299270072992803,0.026277372262773813,-0.3605798571012778,4699176.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140418,1,6.9,6.94,6.81,6.81,763370,-0.09000000000000075,-0.013043478260869712,0.01884057971014504,0.12088864090214968,5198549.699999999,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140421,1,6.81,6.81,6.6,6.64,565920,-0.16999999999999993,-0.02496328928046987,0.03083700440528634,-0.25865569776124286,3757708.8,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140422,1,6.6,6.77,6.56,6.77,529160,0.16999999999999993,0.01957831325301207,0.031818181818181815,-0.06495617755159744,3582413.1999999997,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140423,1,6.81,6.81,6.68,6.77,217960,-0.040000000000000036,0.0,0.019089574155653436,-0.5881018973467382,1475589.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140424,1,6.73,6.81,6.73,6.81,288090,0.07999999999999918,0.005908419497784312,0.011887072808320829,0.3217562855569829,1961892.9,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140425,1,6.73,6.85,6.73,6.73,516240,0.0,-0.011747430249632762,0.017830609212481308,0.7919400187441425,3474295.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140428,1,6.73,6.77,6.68,6.73,336220,0.0,0.0,0.013372956909361048,-0.34871377653804436,2262760.6,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140429,1,6.73,6.77,6.73,6.77,202970,0.03999999999999915,0.005943536404160454,0.0059435364041603485,-0.39631788709773363,1374106.9,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140505,1,6.81,6.81,6.64,6.68,301760,-0.1299999999999999,-0.013293943870014702,0.024963289280469887,0.48672217569098875,2015756.7999999998,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140506,1,6.64,6.68,6.47,6.51,479520,-0.1299999999999999,-0.025449101796407136,0.03162650602409638,0.5890774125132556,3121675.1999999997,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140507,1,6.51,6.68,6.51,6.64,274120,0.1299999999999999,0.019969278033794113,0.026113671274961586,-0.42834501167834504,1820156.7999999998,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140508,1,6.56,6.56,6.21,6.26,1515840,-0.2999999999999998,-0.05722891566265054,0.053353658536585316,4.529840945571283,9489158.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140509,1,6.17,6.34,6.17,6.34,308830,0.16999999999999993,0.012779552715654896,0.027552674230145856,-0.7962647772852016,1957982.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140512,1,6.3,6.3,5.91,6.0,520700,-0.2999999999999998,-0.05362776025236593,0.06190476190476186,0.6860408639057087,3124200.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140513,1,5.78,6.08,5.78,6.04,695610,0.2599999999999998,0.006666666666666599,0.05190311418685118,0.335913193777607,4201484.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140514,1,6.0,6.34,6.0,6.3,473470,0.2999999999999998,0.043046357615893927,0.05666666666666664,-0.3193456103276261,2982861.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140515,1,6.34,6.34,5.96,6.08,636940,-0.2599999999999998,-0.03492063492063491,0.05993690851735014,0.3452594673368956,3872595.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140516,1,6.08,6.26,6.04,6.26,333670,0.17999999999999972,0.02960526315789469,0.03618421052631575,-0.4761358997707791,2088774.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140519,1,6.17,6.3,6.17,6.21,357580,0.040000000000000036,-0.007987220447284282,0.02106969205834682,0.07165762579794399,2220571.8,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140520,1,6.21,6.3,6.17,6.3,181780,0.08999999999999986,0.01449275362318847,0.020933977455716568,-0.4916382348006041,1145214.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140521,1,6.26,6.43,6.17,6.38,604540,0.1200000000000001,0.012698412698412653,0.041533546325878565,2.325668390361976,3856965.1999999997,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140522,1,6.38,6.38,6.26,6.26,233070,-0.1200000000000001,-0.018808777429467072,0.018808777429467103,-0.6144671982002845,1459018.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140523,1,6.3,6.3,6.21,6.3,163360,0.0,0.006389776357827559,0.014285714285714263,-0.2990946925816278,1029168.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140526,1,6.21,6.3,6.21,6.26,103450,0.04999999999999982,-0.006349206349206327,0.014492753623188383,-0.36673604309500485,647597.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140527,1,6.26,6.43,6.26,6.43,445140,0.16999999999999993,0.02715654952076685,0.02715654952076676,3.3029482841952635,2862250.1999999997,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140528,1,6.43,6.43,6.34,6.38,404820,-0.04999999999999982,-0.007776049766718529,0.013996889580093291,-0.09057824504650225,2582751.6,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140529,1,6.34,6.43,6.34,6.38,423040,0.040000000000000036,0.0,0.014195583596214489,0.045007657724420724,2698995.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140530,1,6.34,6.38,6.3,6.34,192420,0.0,-0.006269592476489061,0.012618296529968466,-0.5451493948562784,1219942.8,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140602,1,6.34,6.34,6.21,6.26,278960,-0.08000000000000007,-0.012618296529968487,0.02050473186119872,0.44974534871634964,1746289.5999999999,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140603,1,6.21,6.3,6.21,6.21,168500,0.0,-0.007987220447284282,0.014492753623188383,-0.39597074849440783,1046385.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140604,1,6.21,6.26,6.13,6.21,157450,0.0,0.0,0.020933977455716568,-0.06557863501483685,977764.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140605,1,6.21,6.21,6.13,6.21,54870,0.0,0.0,0.012882447665056373,-0.6515084153699587,340742.7,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140606,1,6.17,6.26,6.17,6.26,91870,0.08999999999999986,0.008051529790660261,0.01458670988654779,0.6743211226535448,575106.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140609,1,6.26,6.3,6.17,6.21,162110,-0.04999999999999982,-0.007987220447284282,0.020766773162939282,0.7645586154348536,1006703.1,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140610,1,6.21,6.34,6.17,6.3,216450,0.08999999999999986,0.01449275362318847,0.027375201288244756,0.33520449077786685,1363635.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140611,1,6.3,6.3,6.21,6.3,361280,0.0,0.0,0.014285714285714263,0.6691152691152691,2276064.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140612,1,6.3,6.38,6.3,6.38,454450,0.08000000000000007,0.012698412698412653,0.01269841269841271,0.25788861824623566,2899391.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140613,1,6.34,6.43,6.3,6.38,507030,0.040000000000000036,0.0,0.02050473186119872,0.11570029706238305,3234851.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140616,1,6.38,6.43,6.34,6.38,343780,0.0,0.0,0.014106583072100292,-0.32197305879336524,2193316.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140617,1,6.38,6.43,6.34,6.38,241630,0.0,0.0,0.014106583072100292,-0.29713770434580256,1541599.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140618,1,6.38,6.43,6.34,6.38,427080,0.0,0.0,0.014106583072100292,0.7674957579770725,2724770.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140619,1,6.34,6.38,6.26,6.38,310390,0.040000000000000036,0.0,0.0189274447949527,-0.27322749836096283,1980288.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140620,1,6.34,6.38,6.3,6.3,136260,-0.040000000000000036,-0.012539184952978122,0.012618296529968466,-0.5610038983214665,858438.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140623,1,6.3,6.38,6.3,6.38,210760,0.08000000000000007,0.012698412698412653,0.01269841269841271,0.5467488624688097,1344648.8,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140624,1,6.34,6.43,6.34,6.43,317550,0.08999999999999986,0.00783699059561127,0.014195583596214489,0.5066900740178402,2041846.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140625,1,6.38,6.43,6.34,6.43,282130,0.04999999999999982,0.0,0.014106583072100292,-0.11154148952920795,1814095.9,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140626,1,6.38,6.56,6.34,6.47,561760,0.08999999999999986,0.0062208398133747345,0.03448275862068962,0.9911388367064828,3634587.1999999997,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140627,1,6.43,6.51,6.43,6.51,295440,0.08000000000000007,0.0061823802163833985,0.012441679626749623,-0.47408145827399606,1923314.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140630,1,6.51,6.51,6.43,6.51,259480,0.0,0.0,0.012288786482334882,-0.1217167614405632,1689214.8,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140701,1,6.47,6.47,6.43,6.47,375930,0.0,-0.006144393241167445,0.0061823802163833135,0.4487821797441036,2432267.1,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140702,1,6.47,6.56,6.43,6.51,650420,0.040000000000000036,0.0061823802163833985,0.020092735703245733,0.7301625302582928,4234234.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140703,1,6.51,6.56,6.47,6.51,391260,0.0,0.0,0.013824884792626706,-0.3984502321576827,2547102.6,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140704,1,6.51,6.51,6.47,6.51,206750,0.0,0.0,0.006144393241167441,-0.47157900117568885,1345942.5,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140707,1,6.47,6.51,6.43,6.43,252570,-0.040000000000000036,-0.01228878648233489,0.012364760432766627,0.22162031438935914,1624025.0999999999,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140708,1,6.43,6.47,6.34,6.34,284940,-0.08999999999999986,-0.013996889580093264,0.020217729393468102,0.12816248960684162,1806519.5999999999,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140709,1,6.38,6.47,6.34,6.43,304900,0.04999999999999982,0.014195583596214423,0.020376175548589327,0.07004983505299367,1960507.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140710,1,6.43,6.43,6.34,6.34,344960,-0.08999999999999986,-0.013996889580093264,0.013996889580093291,0.13138734011151199,2187046.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140711,1,6.38,6.38,6.34,6.38,117230,0.0,0.006309148264984188,0.006269592476489034,-0.6601634972170687,747927.4,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140714,1,6.34,6.38,6.3,6.34,82990,0.0,-0.006269592476489061,0.012618296529968466,-0.29207540731894566,526156.6,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140715,1,6.34,6.38,6.3,6.38,355370,0.040000000000000036,0.006309148264984188,0.012618296529968466,3.282082178575732,2267260.6,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140716,1,6.43,6.43,6.38,6.38,356200,-0.04999999999999982,0.0,0.00777604976671848,0.002335593888060261,2272556.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140717,1,6.38,6.43,6.34,6.38,103650,0.0,0.0,0.014106583072100292,-0.7090117911285794,661287.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140718,1,6.43,6.43,6.38,6.43,347570,0.0,0.00783699059561127,0.00777604976671848,2.3533043897732755,2234875.1,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140721,1,6.38,6.43,6.34,6.38,126260,0.0,-0.007776049766718529,0.014106583072100292,-0.6367350461777483,805538.7999999999,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140722,1,6.34,6.38,6.3,6.34,95750,0.0,-0.006269592476489061,0.012618296529968466,-0.241644226199905,607055.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140723,1,6.38,6.38,6.3,6.3,142650,-0.08000000000000007,-0.006309148264984188,0.012539184952978068,0.4898172323759791,898695.0,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140724,1,6.3,6.38,6.3,6.34,185940,0.040000000000000036,0.006349206349206327,0.01269841269841271,0.30347003154574126,1178859.5999999999,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140725,1,6.34,6.73,6.34,6.56,1736770,0.21999999999999975,0.034700315457413256,0.061514195583596304,8.340486178337098,11393211.2,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140728,1,6.56,6.6,6.47,6.56,450520,0.0,0.0,0.019817073170731694,-0.7405989278948854,2955411.1999999997,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
20140729,1,6.6,6.6,6.47,6.47,242380,-0.1299999999999999,-0.013719512195121908,0.01969696969696968,-0.4619994672822516,1568198.5999999999,20260709000520,2026-07-08 17:05:20.921574,2026-07-08 17:05:20.921574,consolidated_price_history
